title,tags_x,genre,popularity,vote_count,vote_average
beowulf,"robert zemecki ray winstone, anthoni hopkins, john malkovich, angelina jolie, robin wright, brendan gleeson, crispin glover, alison lohman, shariss baker-bernard action & adventure, sci-fi & fantasi thi deftli anim take on a legendari old english epic tell the timeless tale of a scandinavian hero who' known for slay dragons.","Adventure, Action, Animation",24.533,2275.0,not_popular
catch me if you can,"steven spielberg leonardo dicaprio, tom hanks, christoph walken, martin sheen, nathali baye, ami adams, jame brolin, brian howe, frank john hughes, steve eastin drama an fbi agent make it hi mission to put cun con man frank abagnal jr. behind bars. but frank not onli elud capture, he revel in the pursuit.","Drama, Crime",50.341,12227.0,popular
cloudy with a chance of meatballs,"phil lord, christoph miller bill hader, anna faris, jame caan, andi samberg, bruce campbell, mr. t, bobb' j. thompson, benjamin bratt, neil patrick harris, al roker children & famili movies, comedies, sci-fi & fantasi when inventor flint lockwood make cloud rain food, the citizen of chewandswallow can feed themselves. but a bowl of disast is about to overflow.","Animation, Comedy, Family",59.169,4786.0,average
deep blue sea,"renni harlin thoma jane, saffron burrows, samuel l. jackson, jacquelin mckenzie, michael rapaport, stellan skarsgård, ll cool j, aida turturro, cristos, daniel rey action & adventure, horror movies, sci-fi & fantasi scientist conduct research on shark in search of an alzheimer' cure. but a danger shortcut lead to huge shark with near-human intelligence.","Action, Horror, Science Fiction",36.624,1884.0,not_popular
ferris bueller's day off,"john hugh matthew broderick, alan ruck, mia sara, jeffrey jones, jennif grey, cindi pickett, lyman ward, edi mcclurg, charli sheen, kristi swanson, ben stein, del close classic movies, comedies, cult movi after fake an ill to skip school, popular teen ferri bueller enjoy a fun-fil day in chicago with hi girlfriend and hi uptight best friend.",Comedy,23.248,3829.0,popular
five feet apart,"justin baldoni haley lu richardson, cole sprouse, moisé arias, kimberli hébert gregory, parmind nagra, clair forlani, emili baldoni, gari weeks, cynthia evan dramas, romant movi a teen with cystic fibrosi shake up her daili routin and challeng hospit protocol when she fall for a fellow patient.","Romance, Drama",71.497,4665.0,popular
good luck chuck,"mark helfrich dane cook, jessica alba, dan fogler, ellia english, sasha pieterse, anni wood, lonni ross, chelan simmons, simon bailly, jodel ferland, crystal lowe, troy gentile, georgia craig, michel harrison, chiara zanni comedies, romant movi everi time chuck break up with a girlfriend, she end up engag to her next boyfriend. soon, women are date chuck in hope of meet mr. right.",Comedy,26.036,1187.0,not_popular
inception,"christoph nolan leonardo dicaprio, joseph gordon-levitt, elliot page, tom hardy, ken watanabe, dileep rao, cillian murphy, tom berenger, marion cotillard, pete postlethwaite, michael caine, luka haa action & adventure, sci-fi & fantasy, thriller a troubl thief who extract secret from people' dream take one last job: lead a danger mission to plant an idea in a target' subconscious.","Action, Science Fiction, Adventure",127.131,31077.0,popular
magnolia,"paul thoma anderson john c. reilly, philip baker hall, tom cruise, juliann moore, philip seymour hoffman, william h. macy, jeremi blackman, jason robards, melinda dillon, april grace, lui guzmán, ricki jay, alfr molina, michael murphy, melora walter dramas, independ movi through chance, histori and divin intervention, a cast of eclect charact weav and warp through each other' live on a random day in california.",Drama,16.752,2698.0,popular
major payne,"nick castl damon wayans, karyn parsons, william hickey, michael ironside, albert hall, ross bickell, orlando brown, peyton chesson-fohl, steven martini comedi a harden marin is given hi march order and must now lead a disorderli group of mismatch cadet into a junior rotc competition.","Adventure, Comedy, Family",20.011,587.0,below_avg
my girl,"howard zieff dan aykroyd, jami lee curtis, macaulay culkin, anna chlumsky, richard masur, griffin dunne, ann nelson, peter michael goetz, jane hallaren, anthoni r. jone drama thi coming-of-ag charmer follow a summer in the life of an 11-year-old girl who learn about love and loss as she grappl with profound changes.","Comedy, Drama",19.2,1639.0,popular
my girl 2,"howard zieff anna chlumsky, austin o'brien, dan aykroyd, jami lee curtis, richard masur, christin ebersole, angelin ball children & famili movies, comedies, drama a teen make surpris discoveri when she talk to her dead mother' high school friend for an essay about someon she admir but ha never met.","Comedy, Family",17.089,361.0,not_popular
open season: scared silly,"david feiss william townsend, donni lucas, melissa sturm, trevor devall, brian drummond, kathleen barr, garri chalk, lee tockar, shannon chan-kent, michel murdocca, lorn cardinal, peter kelami children & famili movies, comedi when a spooki werewolf tale scare boog out of join the annual camp trip, hi friend hatch a plan to cure him of hi fear.","Animation, Comedy, Family, Adventure",27.718,248.0,not_popular
pineapple express,"david gordon green seth rogen, jame franco, danni mcbride, kevin corrigan, craig robinson, gari cole, rosi perez, ed begley jr., nora dunn, amber heard action & adventure, comedi after wit a murder, a perpetu stone process server and hi good-natur dealer go on the run from a drug lord who' out to kill them.","Action, Comedy, Crime",19.692,3001.0,average
planet 51,"jorg blanco justin long, dwayn johnson, gari oldman, seann william scott, jessica biel, john cleese, freddi benedict children & famili movies, comedies, sci-fi & fantasi after land on a planet reminisc of 1950 suburbia, a human astronaut tri to avoid capture, recov hi spaceship and make it home safely.","Family, Comedy, Science Fiction, Adventure, Animation",30.372,1647.0,not_popular
poms,"zara hay dian keaton, jacki weaver, pam grier, rhea perlman, celia weston, alisha boe, charli tahan comedi after move to a retir community, loner martha befriend a fun-lov neighbor and form a cheerlead club for young-at-heart seniors.","Comedy, Drama",13.399,162.0,average
seabiscuit,"gari ross tobey maguire, jeff bridges, chri cooper, elizabeth banks, gari stevens, william h. macy, david mccullough, kingston ducoeur, eddi jones, ed lauter, michael o'neill, michael angarano, royc d. applegate, anni corley, valeri mahaffey dramas, sport movi an ungainly-look colt becom a win thoroughbr in thi depression-era drama base on the true stori of champion racehors seabiscuit.","Drama, History",14.094,642.0,average
space cowboys,"clint eastwood clint eastwood, tommi lee jones, donald sutherland, jame garner, jame cromwell, marcia gay harden, william devane, loren dean, courtney b. vance, rade serbedzija, barbara babcock, blair brown action & adventure, dramas, sci-fi & fantasi a retir engin agre to help nasa prevent a russian satellit from fall to earth if he and hi over-the-hil pal can man the mission.","Action, Adventure, Thriller",14.661,1052.0,below_avg
team america: world police,"trey parker trey parker, matt stone, kristen miller, masasa moyo, daran norris, phil hendrie, mauric lamarche, chelsea magritte, jeremi shada, fred tatascior action & adventure, comedies, cult movi in thi music satire, an all-marionett polic forc take on the challeng role of keep the peac on a troubl planet.","Adventure, Action, Comedy",16.838,1461.0,average
the edge of seventeen,"kelli fremon craig haile steinfeld, woodi harrelson, kyra sedgwick, haley lu richardson, blake jenner, hayden szeto, alexand calvert, eric keenleysid comedies, drama a troubl teenag find high school life even less bearabl after she catch her childhood best friend hook up with her popular older brother.","Comedy, Drama",35.126,3435.0,popular
the haunting in connecticut 2: ghosts of georgia,"tom elkin abigail spencer, chad michael murray, kate sackhoff, emili alyn lind, cice tyson, andrea frankle, brad james, lanc e. nichol horror movi a couple' georgia dream home becom a live nightmar when their daughter begin to have frighten vision from the property' terribl past.","Horror, Drama, Thriller",26.658,408.0,not_popular
the last boy scout,"toni scott bruce willis, damon wayans, chelsea field, nobl willingham, taylor negron, daniel harris, hall berry, bruce mcgill action & adventure, comedi privat eye joe hallenbeck is forc to team up with a disgrac quarterback to uncov a conspiraci by a politician and a footbal team owner.","Action, Thriller",38.955,1403.0,average
the lincoln lawyer,"brad furman matthew mcconaughey, josh lucas, ryan phillippe, john leguizamo, michael peña, bryan cranston, bob gunton, william h. macy, marisa tomei, franc fisher dramas, thriller a street-wis defens lawyer who oper out of the back seat of hi lincoln land a high-profil case that soon put him and hi famili in danger.","Crime, Drama, Thriller",21.709,2474.0,popular
the losers,"sylvain white jeffrey dean morgan, zoe saldana, chri evans, idri elba, columbu short, óscar jaenada, jason patric, holt mccallany, peter macdissi, peter franci jame action & adventur after a search-and-destroy mission lead to betrayal, an elit black op squad seek revenge. but they must remain deep undercov to even the score.","Action, Adventure, Crime, Mystery, Thriller",54.632,1399.0,below_avg
the machinist,"brad anderson christian bale, jennif jason leigh, aitana sánchez-gijón, john sharian, michael ironside, lawrenc gilliard jr., reg e. cathey, anna massey, matthew romero, robert long, colin stinton, craig stevenson dramas, independ movies, thriller haunt and gaunt after a prolong bout of insomnia, factori worker trevor reznik begin to question hi saniti amid a seri of mysteri events.","Thriller, Drama",22.286,4291.0,popular
the net,"irwin winkler sandra bullock, jeremi northam, denni miller, dian baker, wendi gazelle, ken howard, ray mckinnon, daniel schorr, l. scott caldwell, robert gossett thriller a comput analyst becom a target after she stumbl onto a conspiraci via a mysteri floppi disk, forc her to go on the run to clear her name.","Crime, Drama, Mystery, Thriller, Action",18.408,1001.0,not_popular
valentine's day,"garri marshal jessica alba, kathi bates, jessica biel, bradley cooper, eric dane, patrick dempsey, hector elizondo, jami foxx, jennif garner, topher grace, ann hathaway, ashton kutcher, queen latifah, taylor lautner, georg lopez, shirley maclaine, emma roberts, julia roberts, taylor swift comedies, romant movi the tripwir of modern love are expos in a carousel involv relationship and the singl life on the most romant day of the year: februari 14.","Comedy, Romance",31.0,2645.0,not_popular
the vault,"jaum balagueró freddi highmore, astrid bergès-frisbey, sam riley, liam cunningham, josé coronado, lui tosar, emilio gutiérrez caba, axel stein, daniel holguín, famk janssen action & adventure, intern movies, thriller a geniu engin and hi crew of amateur thiev plot a scheme to seiz a legendari lost treasur hidden in a fortress beneath the bank of spain.","Crime, Action, Thriller",189.579,555.0,average
