title,tags_x,genre,popularity,vote_count,vote_average
how high 2,"bruce leddi lil yachty, d.c. young fly, alyssa goss, deray davis, mari lynn rajskub, blac youngsta, lil baby, nene leakes, mike epps, al shearer comedi when a pair of friend uncov a weed bible, their magic stash get stolen, send them on a pot-fuel quest through atlanta to find it.","Comedy, TV Movie",15.332,77.0,below_avg
doom: annihilation,"toni giglio ami manson, domin mafham, luke allen-gale, jame weber brown, clayton adams, nina bergman, amer chadha-patel, gavin brocker, chidi ajufo, hari dhillon, katrina nare action & adventure, horror movies, sci-fi & fantasi when a swarm of soul-steal demon invad a martian moon, a group of elit space marin must obliter the beast to save earth.","Action, Science Fiction, Horror, Mystery",28.852,300.0,not_popular
fireworks,"akiyuki shinbo, nobuyuki takeuchi yuki kaji, nobuo tobita, michiko neya, mitsuru miyamoto, fumihiko tachiki, shintaro asanuma, takahiro sakurai, kana hanazawa, toshiyuki toyonaga, suzu hirose, shinichiro miki, mamoru miyano, takako matsu, masaki suda anim features, romant movi middl schooler nazuna desper want to run away with her classmat norimichi, who somehow turn back time on thi fate summer' day.","Animation, Drama, Fantasy",61.528,246.0,below_avg
jarhead: law of return,"don michael paul amauri nolasco, devon sawa, robert patrick, jeff pierre, ben cross, amo tamam, yael eitan, tsahi halevi action & adventure, drama when a u.s. senator’ son is held captiv by hezbollah militiamen, a group of highli train soldier ventur into enemi territori to bring him home.",War,23.895,2397.0,below_avg
sweetheart,"j.d. dillard kiersey clemons, emori cohen, hanna mangan lawrence, andrew crawford, benedict samuel horror movies, sci-fi & fantasy, thriller a woman shipwreck on a remot island discov she’ not alon and begin a fight for surviv against a deadli presenc that emerg each night.","Horror, Thriller",37.968,236.0,below_avg
lost in space,"molli parker, tobi stephens, max jenkins, taylor russell, mina sundwall, parker posey, ignacio serricchio tv action & adventure, tv dramas, tv sci-fi & fantasi after crash-land on an alien planet, the robinson famili fight against all odd to surviv and escape. but they'r surround by hidden dangers.","Science Fiction, Adventure",23.786,963.0,not_popular
jacob's ladder,"david m. rosenth michael ealy, jess williams, nicol beharie, guy burnet, joseph sikora, karla souza, ritchi coster, jon eyez thriller after be reunit with a brother he thought wa kill in combat, a former armi medic begin to experi violent, paranoid visions.","Drama, Mystery, Horror",14.009,1165.0,popular
back of the net,"louis alston sofia wylie, tiarni coupland, trae robin, gemma chua-tran, ashleigh ross, yasmin honeychurch, raj labade, christoph kirby, melissa bonne, kate box children & famili movies, sport movi an american scienc geek readi to spend a summer at sea accident end up at an australian soccer academi and is forc to kick it with the locals.","Drama, Family",14.444,82.0,average
the two popes,"fernando meirel anthoni hopkins, jonathan pryce, juan minujín drama at a key turn point for the cathol church, pope benedict xvi form a surpris friendship with the futur pope francis. inspir by true events.","Drama, Comedy, History",15.151,2337.0,popular
ultraviolet,"marta nieradkiewicz, sebastian fabijański, agata kulesza, bartłomiej topa, magdalena czerwińska, michał żurawski, marek kalita, paulina chapko, karolina chapko, viet anh do crime tv shows, intern tv shows, tv drama an onlin commun of amateur sleuth use technolog to solv crime – and make quirki friend – in their quest for justice.","Science Fiction, Action, Thriller",20.22,1256.0,not_popular
the danish girl,"tom hooper eddi redmayne, alicia vikander, ben whishaw, sebastian koch, amber heard, matthia schoenaerts, pip torrens, nichola woodeson, emerald fennell, adrian schiller dramas, independ movies, intern movi in 1920 denmark, marri artist embark on a journey of uncondit love when the husband announc hi intent to live life as a woman.",Drama,27.253,5118.0,popular
6 underground,"michael bay ryan reynolds, mélani laurent, corey hawkins, dave franco, adria arjona, manuel garcia-rulfo, ben hardy, lior raz, payman maadi, yuri kolokolnikov, kim kold action & adventure, drama after fake hi death, a tech billionair recruit a team of intern oper for a bold and bloodi mission to take down a brutal dictator.","Action, Thriller, Comedy",56.552,3619.0,below_avg
it comes at night,"trey edward shult joel edgerton, christoph abbott, carmen ejogo, riley keough, kelvin harrison jr., david pendleton, griffin robert faulkner horror movies, independ movi as danger stalk the world outsid hi isol home, an overprotect father face a tough decis when anoth famili show up seek help.","Drama, Horror, Mystery",18.144,1899.0,not_popular
marriage story,"noah baumbach scarlett johansson, adam driver, laura dern, alan alda, ray liotta, juli hagerty, merritt wever, azhi robertson drama academi award-nomin filmmak noah baumbach direct thi incis and compassion look at a marriag come apart and a famili stay together.",Drama,33.58,5551.0,popular
no game no life: zero,"atsuko ishizuka yoshitsugu matsuoka, ai kayano, yoko hikasa, yukari tamura, yuka iguchi, mamiko noto, miyuki sawashiro, rie kugimiya, toru okawa, kazuyuki okitsu, junichi suwabe, lynn, yui horie, nanako mori, ryota takeuchi action & adventure, anim features, intern movi in ancient disboard, a young warrior befriend an ex machina and embark on a harrow mission to stop a global war and save human from extinction.","Animation, Action, Drama",51.181,275.0,popular
a christmas prince: the royal baby,"john schultz rose mciver, ben lamb, alic krige, honor kneafsey, sarah douglas, andi lucas, raj bajaj, richard ashton, tahirah sharif, joel mcveagh, theo devaney, kevin shen, momo yeung, crystal yu, billi angel children & famili movies, dramas, romant movi christma bring the ultim gift to aldovia: a royal baby. but first, queen amber must save her famili and kingdom by unwrap a monarchi mystery.","Romance, Family",15.692,435.0,below_avg
a cinderella story: christmas wish,"michel johnston laura marano, gregg sulkin, isabella gomez, johannah newmarch, lillian doucet-roche, chanel peloso, barclay hope, garfield wilson children & famili movies, comedies, music & music despit her vain stepmoth and mean stepsisters, an aspir singer work as an elf at a christma tree lot and find her own holiday miracle.","Comedy, Music, Romance, Fantasy",25.415,574.0,below_avg
chocolate,"ha ji-won, yoon kye-sang, jang seung-jo, kang bu-ja, lee jae-ryong, min jin-woong, kim won-hae, yoo teo intern tv shows, korean tv shows, romant tv show brought togeth by meaning meal in the past and present, a doctor and a chef are reacquaint when they begin work at a hospic ward.","Action, Comedy, Crime",16.165,356.0,popular
the island,"toka mcbaror sambasa nzeribe, segun arinze, tokunbo idowu, femi adebayo dramas, intern movies, thriller when a colonel uncov controversi intel about the government, he make a shock discoveri and must decid whether to reveal it or risk hi life.","Action, Thriller, Science Fiction, Adventure",31.354,4443.0,average
defiance,"edward zwick daniel craig, liev schreiber, jami bell, alexa davalos, allan corduner, mark feuerstein, toma arana, jodhi may, kate fahy, iddo goldberg, georg mackay, iben hjejle, martin hancock, jacek koman, ravil isyanov action & adventure, drama in thi action-pack drama base on an extraordinari true story, four brother protect more than 1,000 jewish refuge dure world war ii.","Action, Drama, History, War",15.523,1414.0,average
the irishman,"martin scorses robert de niro, al pacino, joe pesci, harvey keitel, ray romano, bobbi cannavale, anna paquin, stephen graham, stephani kurtzuba, kathrin narducci, welker white, jess plemons, jack huston, domenick lombardozzi, loui cancelmi, paul herman, gari basaraba, marin ireland, sebastian maniscalco, steven van zandt drama hit man frank sheeran look back at the secret he kept as a loyal member of the bufalino crime famili in thi acclaim film from martin scorsese.","Crime, Drama, History",38.837,5246.0,popular
shot caller,"ric roman waugh nikolaj coster-waldau, omari hardwick, lake bell, jon bernthal, emori cohen, jeffrey donovan, evan jones, benjamin bratt, holt mccallani dramas, thriller tri to go straight, a once-success businessman fresh out of prison is forc to orchestr a brazen crime or risk hi family.","Crime, Drama, Thriller",41.163,1631.0,average
brother,"julien abraham mhd, darren muselet, aïssa maïga, jalil lespert, youssouf gueye, hiam abbass, lisett malidor dramas, independ movies, intern movi thrust from a violent home into a brutal custodi center, a teenag learn to navig a tough new realiti and forg unlik allianc to survive.","Drama, Crime, Music",19.592,258.0,popular
the knight before christmas,"monika mitchel vanessa hudgens, josh whitehouse, emmanuel chriqui, harri jarvis, mimi gianopulos, ella kenion, jean-michel le gal, arnold pinnock children & famili movies, comedies, romant movi mediev magic send a 14th-centuri knight to modern-day ohio, where he fall for a high school scienc teacher who' disillus by love.","Comedy, Romance",21.257,920.0,below_avg
iron sky: the coming race,"timo vuorensola action & adventure, comedies, intern movi decad after a nuclear war, survivor on the moon revisit earth to locat a potenti power sourc – and find shape-shift reptil instead.","Action, Comedy, Fantasy, Science Fiction, Adventure",18.344,256.0,not_popular
suffragette,"sarah gavron carey mulligan, helena bonham carter, brendan gleeson, anne-mari duff, ben whishaw, romola garai, meryl streep, finbar lynch, natali press, samuel west, geoff bell, amanda lawrence, shelley longworth dramas, intern movi at the begin of the 20th century, circumst drive a young, idealist suffragett to find radic approach to fight male oppression.","Drama, History",21.766,1391.0,popular
the green inferno,"eli roth ignacia allamand, daryl sabara, nicolá martínez, lorenza izzo, ariel levy, magda apanowicz, sky ferreira, kirbi bliss blanton, aaron burns, ramón llao, richard burgi horror movies, independ movi determin to save an amazon tribe be squeez by logging, a group of student find noth but troubl when their plane crash in the jungle.","Action, Horror, Thriller",32.942,1078.0,not_popular
earthquake bird,"wash westmoreland alicia vikander, riley keough, naoki kobayashi, jack huston, kiki sukezane, yoshiko sakuma, ken yamamura, kazuhiro muroyama, akiko iwase, crystal kay dramas, romant movi in 1980 tokyo, an enigmat expat is suspect of kill her friend, who' gone miss in the wake of their love triangl with a local photographer.","Drama, Mystery, Romance, Thriller",16.514,334.0,not_popular
go! the unforgettable party,"mauro scandolari pilar pascual, josé gimenez zapiola, renata toscano, santiago saez, carmela barsamian, paulo sánchez lima, daniel rosado, laura azcurra, gastón ricaud, florencia benítez, majo cardozo children & famili movies, music & music mía' vacat with her dad is disrupt by the surpris arriv of lupe, mercedes, juanma and álvaro as their school drama move lakeside.","Music, Family",14.912,68.0,popular
k-on! the movie,"naoko yamada aki toyosaki, yoko hikasa, satomi sato, minako kotobuki, ayana taketatsu, asami sanada, madoka yonezawa, chika fujito, yoriko nagata anim features, music & music the senior in sakuragaoka high school' music club live out the graduat trip of their dream when they celebr by perform in london.","Animation, Family, Adventure, Comedy, Music",13.781,52.0,popular
klaus,"sergio pablo jason schwartzman, j.k. simmons, rashida jones, will sasso, neda margreth labba, sergio pablos, norm macdonald, joan cusack children & famili movies, comedi a selfish postman and a reclus toymak form an unlik friendship, deliv joy to a cold, dark town that desper need it.","Animation, Family, Adventure, Comedy",26.639,2863.0,popular
my sassy girl,"joo won, oh yeon-seo, lee jung-shin, kim yoon-hye, sohn chang-min, yoon se-a, cho hee-bong, jung woong-in, lee kyung-hwa intern tv shows, korean tv shows, romant tv show a refin young joseon scholar' life turn upsid down after he rescu a drunk princess who later accus him of take someth preciou from her.","Drama, Comedy, Romance",27.391,420.0,popular
the garden of words,"makoto shinkai miyu irino, kana hanazawa, fumi hirano, takeshi maeda, yuka terasaki, takanori hoshino, suguru inoue, megumi han, mikako komatsu, yuki hayashi anim features, intern movies, romant movi when a lone teenag skip hi morn class to sit in a love garden, he meet a mysteri older woman who share hi feel of alienation.","Animation, Drama, Romance",42.878,1525.0,popular
a single man,"tom ford colin firth, juliann moore, nichola hoult, ginnif goodwin, matthew goode, paul butler, ryan simpkins, teddi sears, paulett lamori, jon kortajarena dramas, independ movies, lgbtq movi thi stream-of-consci drama center on a day in the life of a gay colleg professor who' reel from hi longtim lover' recent death.","Romance, Drama",15.679,1259.0,popular
let it snow,"luke snellin isabela moner, shameik moore, kiernan shipka, odeya rush, liv hewson, mitchel hope, jacob batalon, joan cusack, matthew noszka, anna akana, mile robbins, d'arci carden, mason gooding, andrea de oliveira, victor river comedies, dramas, lgbtq movi a snowstorm hit a small town on a cold christma eve, affect the friendships, love live and futur of sever high school seniors.","Romance, Comedy",17.635,983.0,below_avg
paradise beach,"xavier durring sami bouajila, tewfik jallab, mélani doutey, hugo becker, kool shen, hubert koundé, seth gueko, sonia couling, chalad na songkhla, flore bonaventura, nessbeal, dorian n'goumou dit dosseh, hache-p action & adventure, dramas, intern movi mehdi get out of prison, plan to settl old scores. but first, he must reconnect with hi gang, now live in an idyl beach resort in thailand.",Action,14.141,130.0,not_popular
u turn,"pawan kumar roger narayan, shraddha srinath, dileep raj, krishna hebbale, ram manjjonaath, chethan dsouza intern movies, thriller a report must hunt for the truth behind a strang murder after she cross path with a young cop and becom the investigation' prime suspect.",Thriller,15.348,531.0,average
shadow,"zhang yimou deng chao, sun li, ryan cheng, wang qianyuan, hu jun, wang jingchun, guan xiaotong, leo wu action & adventure, dramas, intern movi as three kingdom struggl for control of a wall city, a figur with a rare power spin a web of intrigu that entangl a king' court.","Action, Drama",15.085,232.0,average
the lovers,"azazel jacob aidan gillen, melora walters, tyler ross, jessica sula, lesley fera, traci letts, debra winger comedies, dramas, independ movi on the verg of divorce, a middle-ag couple, each involv in a seriou affair, rethink their marriag and the mean of love and fidelity.","Action, Adventure, Science Fiction, Romance",24.642,62.0,not_popular
tune in for love,"jung ji-woo kim go-eun, jung hae-in, park hae-joon, kim guk-hee, jung eugene, choi jun-young, yoo yeol, nam mun-cheol dramas, intern movies, romant movi a student and a retic teen first meet at a bakeri in the 1990 and tri to find each other through the years, as fate keep pull them apart.","Romance, Drama",73.604,179.0,popular
hey arnold! the jungle movie,"raymi muzquiz, stu livingston mason vale cotton, benjamin flore jr., francesca smith, alfr molina, dan castellaneta, tress macneille, craig bartlett, carlo alazraqui children & famili movies, comedi when arnold and hi crew win a trip to san lorenzo, their adventur in the wild forc them to take the same riski path as arnold' miss parents.","Family, Comedy, Animation, Adventure",22.024,179.0,popular
drive,"tarun mansukhani jacquelin fernandez, sushant singh rajput, boman irani, pankaj tripathi, vikramjeet virk, sapna pabbi, vibha chhibber, kaustubh kumar action & adventure, intern movi a notori thief alli with a street racer for a grand heist involv an elabor game of deceit with authorities, who have their own dirti secrets.","Drama, Thriller, Crime",69.175,10149.0,popular
holiday in the wild,"erni barbarash rob lowe, kristin davis, fezil mpela, john owen lowe, colin moss children & famili movies, dramas, romant movi when her husband abruptli end their marriage, empti nester kate embark on a solo second honeymoon in africa, find purpos – and potenti romance.","Romance, Comedy",15.259,434.0,below_avg
the deep,"vincent tong, ashleigh ball, kathleen barr, michael dobson, brian drummond kids' tv the nekton are a famili of underwat explor who discov the hidden secret of the oceans, includ sunken cities, sea creatur and pirates.","Mystery, Thriller, Adventure",17.343,159.0,not_popular
the king,"david michôd timothé chalamet, joel edgerton, robert pattinson, ben mendelsohn, sean harris, tom glynn-carney, lily-ros depp, thomasin mckenzi drama wayward princ hal must turn from carous to warrior king as he face hostil from insid and outsid the castl wall in the battl for england.","Drama, History, War",28.186,2407.0,popular
free fire,"ben wheatley sharlto copley, armi hammer, brie larson, cillian murphy, jack reynor, babou ceesay, enzo cilenti, sam riley, michael smiley, noah taylor, patrick bergin, mark monero action & adventure, comedies, independ movi a sketchi arm transact in a desert warehous turn into a free-for-al when the two side engag in a take-no-prison shootout.","Action, Crime, Mystery",24.444,878.0,below_avg
eli,"ciarán foy charli shotwell, lili taylor, kelli reilly, max martini, sadi sink, deneen tyler, katia gomez horror movi with hi desper parent in tow, an 11-year-old boy with a debilit ill check into an isol clinic to undergo experiment therapy.",Horror,25.385,1073.0,not_popular
the laundromat,"steven soderbergh meryl streep, gari oldman, antonio banderas, sharon stone, jame cromwell, jeffrey wright, melissa rauch, jeff michalski, jane morris, robert patrick, david schwimmer comedies, drama when a widow get swindl out of insur money, her search for answer lead to two cun lawyer in panama who hide cash for the superrich.","Drama, Crime, Comedy",15.311,952.0,not_popular
sinister 2,"ciarán foy shannyn sossamon, john beasley, jame ransone, tate ellington, robert daniel sloan, dartanian sloan, luca jade zumann, lea coco horror movi a singl mother and her twin son move into a rural house, unawar of it histori of be inhabit by an evil spirit that prey upon young children.",Horror,29.155,1733.0,not_popular
el camino: a breaking bad movie,"vinc gilligan aaron paul dramas, thriller fugit jess pinkman attempt to outrun hi past. written and direct by ""break bad"" creator vinc gilligan, star aaron paul.","Crime, Drama, Thriller, Action",30.872,3670.0,average
fractured,"brad anderson sam worthington, lili rabe, stephen tobolowsky, adjoa andoh, luci capri, lauren cochrane, shane dean thriller after hi wife and injur daughter disappear from an er, a man conduct a panick search and becom convinc the hospit is hide something.",Thriller,31.786,1768.0,average
the forest of love,"sion sono kippei shiina, shinnosuk mitsushima, kyooko hinami, eri kamataki, young dais, natsuki kawamura, yuzuka nakaya, dai hasegawa, chiho fujii, sei matobu, denden dramas, intern movies, thriller a con man and a would-b filmmak crew forc themselv into the live of two grief-scar young women. but noth is as it seems.","Drama, Crime, Horror, Thriller",21.22,114.0,average
the influence,"denni rovira van boekholt manuela vellés, maggi civantos, alain hernández, claudia placer, daniela rubio, emma suárez, ramón esquinas, felip garcía vélez, mariana cordero horror movies, intern movi back in her childhood home to help her sister care for their comatos mother, alicia must face a dark forc from her past that now threaten her child.",Horror,15.824,214.0,not_popular
after,"jenni gage josephin langford, hero fienn tiffin, selma blair, inanna sarkis, shane paul mcghie, pia mia, khadijha red thunder, dylan arnold, samuel larsen, jennif beals, peter gallagh dramas, romant movi wholesom colleg freshman tessa young think she know what she want out of life, until she cross path with complic bad boy hardin scott.","Romance, Drama",203.008,6973.0,popular
in the tall grass,"vincenzo natali patrick wilson, laysla de oliveira, averi whitted, harrison gilbertson, rachel wilson, will buie jr. horror movies, thriller after hear a boy' cri for help, a pregnant woman and her brother wade into a vast field of grass, onli to discov there may be no way out.","Horror, Drama, Thriller",19.297,1664.0,not_popular
cheese in the trap,"lee yoon-jung park hae-jin, kim go-eun, seo kang-jun, lee sung-kyoung, nam joo-hyuk, park min-ji, hwang seog-jeong, son byung-ho, ahn kil-kang intern tv shows, korean tv shows, romant tv show in thi adapt of a popular webtoon, a poor student tri to navig colleg life gain the attent of a wealthi upperclassman with a dark side.","Romance, Drama, Thriller",70.093,51.0,average
limitless,"vrinda samartha documentaries, intern movies, sport movi thi documentari follow eight women in india who struggl with self-confid and society' expect but rediscov themselv through running.","Thriller, Mystery, Science Fiction",62.667,8851.0,popular
rugrats in paris: the movie,"stig bergqvist, paul demey elizabeth daily, tara strong, cheryl chase, christin cavanaugh, cree summer, kath soucie, michael bell, tress macneille, casey kasem, joe alaskey, debbi reynolds, jack riley, susan sarandon, john lithgow children & famili movies, comedi the rugrat take to the big screen and visit pari when mr. pickl get summon to fix a giant robot at the euroreptarland theme park.","Family, Animation, Adventure, Comedy",20.092,381.0,average
the rugrats movie,"igor kovalyov, norton virgien elizabeth daily, christin cavanaugh, kath soucie, melani chartoff, phil proctor, cree summer, cheryl chase, tara strong, jack riley, joe alaskey, michael bell, tress macneille, busta rhymes, whoopi goldberg, david spade children & famili movies, comedi when hi babi brother dil is born, tommi pickl and hi pal decid that he' too much respons and tri to return him to the hospital.","Family, Animation, Comedy, Adventure",39.73,457.0,below_avg
in the shadow of the moon,"jim mickl boyd holbrook, michael c. hall, cleopatra coleman, bokeem woodbine, rudi dharmalingam, rachel keller dramas, sci-fi & fantasy, thriller a philadelphia detect slowli unravel as he nurs a lifelong obsess with an enigmat femal serial killer whose crime defi explanation.","Science Fiction, Thriller",28.497,1023.0,below_avg
the grandmaster,"wong kar wai toni leung chiu-wai, zhang ziyi, chang chen, xiao shen-yang, zhao benshan, song hye-kyo, wang qingxiang, zhang jin, lo hoi-pang, cung le, julian cheung action & adventure, dramas, intern movi as the japanes invas looms, chines kung fu master ip man' world chang when rival master gong er and her father arriv in hi village.","Action, Drama, History",27.31,651.0,below_avg
inside man: most wanted,"michael j. bassett aml ameen, rhea seehorn, roxann mckee, ur rechn, akshay kumar, tanya van graan, andr jacobs, sven ruygrok action & adventur a hotshot nypd negoti butt head with the fbi and meet hi match in a meticul crimin mastermind as she attempt to rob the feder reserve.","Action, Thriller",21.258,216.0,average
avengement,"jess v. johnson scott adkins, craig fairbrass, thoma turgoose, nick moran, kierston wareing, mark strange, leo gregory, luke lafontaine, beau fowler, dan style action & adventur betray by hi loan shark brother, a harden convict escap from prison while on furlough to exact reveng against the peopl who made him a killer.","Crime, Action",23.134,332.0,average
kabaneri of the iron fortress: the battle of unato,"tasuku hatanaka, sayaka senbongi, maaya uchida, toshiki masuda, kana oki, mariya ise, ryota osaka, kensuk sato, maxwel powers, shinichiro miki anim series, intern tv shows, tv horror ikoma and the iron fortress take their fight to the battleground of unato, join the allianc to reclaim the region from the kaban horde.","Animation, Action, Fantasy, Adventure",76.131,43.0,average
shanghai fortress,"teng huatao lu han, shu qi, shi liang, godfrey gao, wang gongliang, wang sen, sun jialing, vincent matil dramas, intern movies, romant movi a young man fall for a heroic gener and soon follow her footstep as human defend earth against extraterrestri seek a preciou energi source.","Science Fiction, War",61.936,81.0,not_popular
tall girl,"nzingha stewart ava michelle, griffin gluck, sabrina carpenter, pari berelc, luke eisner, clara wilsey, anjelika washington, rico paris, angela kinsey, steve zahn children & famili movies, comedies, romant movi after year of slouch through life, 6-foot-1 teen jodi resolv to conquer her insecur and get caught up in a high school love triangle.","Comedy, Drama, Romance",55.065,1578.0,below_avg
falling inn love,"roger kumbl christina milian, adam demos, jeffrey bowyer-chapman, anna jullienne, clair chitham, blair strang, jonathan martin, william walker, daniel watterson, simon walker comedies, romant movi when a san francisco exec win a new zealand inn, she ditch citi life to remodel and flip the rustic properti with help from a handsom contractor.","Romance, Comedy",16.924,965.0,average
travis scott: look mom i can fly,"white trash tyler travi scott documentaries, music & music while craft hi grammy-nomin album ""astroworld,"" travi scott juggl controversy, fatherhood and career high in thi intim documentary.","Documentary, Music",19.212,175.0,average
american factory,"steven bognar, julia reichert documentari in thi documentary, hope soar when a chines compani reopen a shutter factori in ohio. but a cultur clash threaten to shatter an american dream.",Documentary,15.448,347.0,popular
sextuplets,"michael tidd marlon wayans, bresha webb, michael ian black, glynn turman, molli shannon, debbi morgan comedi when a dad-to-b learn he' actual a sextuplet, he set off on a wild journey to meet hi long-lost family. marlon wayan star as all six siblings.",Comedy,28.135,705.0,below_avg
the family,"jess moss jame cromwell, david rysdahl, ben rosenfield, zachari booth docuseri an enigmat conserv christian group known as the famili wield enorm influenc in washington, d.c., in pursuit of it global ambitions.","Crime, Comedy, Action",22.895,2481.0,below_avg
the great hack,"karim amer, jehan noujaim documentari explor how a data compani name cambridg analytica came to symbol the dark side of social media in the wake of the 2016 u.s. presidenti election.",Documentary,21.95,393.0,average
secret obsession,"peter sullivan brenda song, mike vogel, denni haysbert, ashley scott, paul sloan, daniel booko thriller when jennif wake up with amnesia after a traumat attack, her dote husband care for her. but she soon realiz the danger is far from over.","Drama, Thriller",23.575,911.0,not_popular
kidnapping stella,"thoma sieben max von der groeben, jella haase, clemen schick dramas, intern movies, thriller snatch off the street and held for ransom, a bound and gag woman use her limit power to derail her two mask abductors' care laid plans.",Thriller,18.253,351.0,not_popular
point blank,"joe lynch frank grillo, anthoni mackie, marcia gay harden, teyonah parris, bori mcgiver, christian cooke, markic moor action & adventur to save hi pregnant wife, an emerg room nurs unwillingli partner with an injur murder suspect in a race against time and renegad cops.","Action, Thriller",18.289,430.0,below_avg
stranger things,"winona ryder, david harbour, finn wolfhard, milli bobbi brown, gaten matarazzo, caleb mclaughlin, natalia dyer, charli heaton, cara buono, noah schnapp, matthew modine, joe keery, dacr montgomery, sadi sink, paul reiser, sean astin tv horror, tv mysteries, tv sci-fi & fantasi when a young boy vanishes, a small town uncov a mysteri involv secret experiments, terrifi supernatur forc and one strang littl girl.",Drama,16.899,38.0,popular
dope,"crime tv shows, docuseri film from the perspect of dealers, user and the police, thi vivid seri offer a brace look at the war on drugs.","Crime, Drama, Comedy",18.06,1226.0,average
la leyenda del diamante,"roberto girault facha ana layevska, alex sirvent, paulina goto, fernando estrada, alejandro oliva, david villegas, xavier cervantes, cuauhtémoc duque, karym lozano, rodrigo treviño action & adventure, intern movies, sci-fi & fantasi when a gun-tot rebel tri to rescu her kidnap sister, she find herself up against a wide fear desperado and a curs guardian of treasure.","Adventure, Fantasy",17.14,8.0,not_popular
unbroken,"svati chakravarti bhatkal documentaries, intern movi after the brutal murder of their love ones, three individu share how they heal through forgiv in thi documentari present by aamir khan.","Drama, War",24.012,3475.0,popular
triple threat,"jess v. johnson, jess johnson toni jaa, iko uwais, tiger chen, scott adkins, celina jade, michael bisping, michael jai white, jeeja yanin, dominiqui vandenberg action & adventure, intern movi a crew of ruthless crimin hire to kill an influenti heiress meet their match in a trio of surprisingli adept fighter who come to her aid.","Thriller, Action",28.768,460.0,below_avg
shooter,"ryan phillippe, omar epps, david marciano, cynthia addai-robinson, shantel vansanten, tom sizemor crime tv shows, tv action & adventure, tv drama a highli decor ex-marin sniper return to action to foil an assassin plot target the president, but soon find himself frame for murder.","Action, Drama, Mystery, Thriller, Crime",46.414,3753.0,average
the wolf's call,"antonin baudri françoi civil, omar sy, mathieu kassovitz, reda kateb, paula beer, alexi michalik, jean-yv berteloot, damien bonnard, pierr cevaër, sébastien libessart dramas, intern movies, thriller with nuclear war looming, a militari expert in underwat acoust strive to prove thing aren't as they seem – or sound – use onli hi ears.","Thriller, Action",23.228,1480.0,popular
beats,"chri robinson khalil everage, anthoni anderson, uzo aduba, emayatzi corinealdi, paul walter hauser, dave east, seandrea sledge, ashley jackson, megan sousa dramas, independ movies, music & music on chicago' south side, hip-hop prodigi august monro navig crippl anxieti and new creativ frontier with the help of an unlik mentor.","Drama, Music",14.718,204.0,average
cop car,"jon watt kevin bacon, jame freedson-jackson, hay wellford, camryn manheim, shea whigham, sean hartley, kyra sedgwick, loi nguyen thriller two mischiev boy get thrust into a game of cat and mous with a murder psychopath after they decid to steal a polic officer’ cruiser.",Thriller,13.66,669.0,not_popular
murder mystery,"kyle newacheck adam sandler, jennif aniston, luke evans, gemma arterton, adeel akhtar, lui gerardo méndez, dani boon, terenc stamp comedi on a long-await trip to europe, a new york citi cop and hi hairdress wife scrambl to solv a baffl murder aboard a billionaire' yacht.",Comedy,31.379,3190.0,below_avg
elisa & marcela,"isabel coixet natalia de molina, greta fernández, sara casasnovas, tamar novas, kelli lua, manuel lourenzo, jorg suquet, ana santos, mariana carballal, roberto leal, luisa merelas, amparo moreno, lluí homar, manolo solo, maría pujalte, francesc orella dramas, intern movies, lgbtq movi in 1901 spain, elisa sánchez loriga adopt a male ident in order to marri the woman she loves, marcela gracia ibeas. base on true events.","Drama, Romance",15.698,302.0,popular
i am mother,"grant sputor clara rugaard, rose byrne, hilari swank, luke hawker intern movies, sci-fi & fantasy, thriller follow humanity' mass extinction, a teen rais alon by a matern droid find her entir world shaken when she encount anoth human.","Science Fiction, Thriller",22.29,2006.0,average
"oh, ramona!","cristina jacob bogdan iancu, aggi k. adams, holli horne, basil eidenbenz, melani ebanks, leonardo boudreau, andromeda godfrey comedies, intern movi awkward 16-year-old andrei is infatu with hi allur but aloof schoolmat ramona – until he meet stun hotel clerk anemona while on vacation.","Comedy, Romance",23.144,333.0,not_popular
svaha: the sixth finger,"jang jae-hyun lee jung-jae, park jung-min, lee jae-in, yoo ji-tae, jung jin-young, lee da-wit, jin seon-kyu, ji seung-hyeon, min tanaka intern movies, thriller a minist who research religi cult turn to hi buddhist monk friend for help investig a new group with mysteri origins.","Mystery, Thriller",15.209,102.0,average
joy,"sudabeh mortezai anwulika alphonsus, mariam preciou sanusi, angela ekelem dramas, independ movies, intern movi close to pay off her debts, a nigerian sex worker in austria coach a reluct novice, and assess the risk of take a faster path to freedom.","Drama, Comedy",16.542,3568.0,below_avg
rim of the world,"mcg jack gore, miya cech, benjamin flore jr., alessio scalzotto, andrew bachelor, annabeth gish, scott macarthur, dean s. jagger, michael beach, lynn collins, david theune, toni cavalero, carl mcdowell, punam patel, jason rogel, chri wylde, rudi mancuso, amanda cerny, allan graf, cameron fuller, richard gore, peter parros, anni cavalero action & adventure, independ movies, sci-fi & fantasi strand at a summer camp when alien attack the planet, four teen with noth in common embark on a peril mission to save the world.","Science Fiction, Adventure, Action, Comedy",21.4,773.0,not_popular
the perfection,"richard shepard allison williams, logan browning, steven weber, alaina huffman, mark kandborg, graem duffi horror movies, lgbtq movies, music & music in thi twisti horror-thriller, a once-promis music prodigi reconnect with her former mentors, onli to find them taken with a talent new pupil.","Horror, Thriller, Drama",17.14,1043.0,average
